Tirupati exotica
Township Name,State,City,Pincode,Number of blocks,Number of plots,Total size of township,Colonizer,Colony status,Description,
Tirupati Exotica,Madhya pradesh,Ashoknagar,473331,1,32,37332,Tirupati Group,Registered,,
